otu,Domain,Phylum,Class,Order,Family,Genus,Species
KX752598.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Riopa,s__Riopa_pudens
MH753702.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_diobovata
MH861018.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_robustum
MH114927.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Yuchengia,s__Yuchengia_narymica
JN411120.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Theleporus,s__Theleporus_membranaceus
AF444407.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_globispora
JQ754042.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,s__Hannaella_oryzae
AY233343.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricostilbales,f__Kondoaceae,g__Kondoa,s__Kondoa_sorbi
KJ940031.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Fuscoporia,s__Fuscoporia_viticola
KU663196.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Suillaceae,g__Suillus,s__Suillus_cf._americanus
MT799859.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Austropleospora,s__Austropleospora_ochracea
JQ781877.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_sichuanense
KC485527.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Frantisekia,s__Frantisekia_ussurii
ON245287.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_fraxinophila
AF444349.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__Filobasidium_oeirense
MW621494.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__Neosetophoma_buxi
KC595953.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Sarcoporia,s__Sarcoporia_polyspora
KX857804.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__Xylodon_chinensis
KJ443356.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Phoma,s__Phoma_commelinicola
JN168690.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Hydnaceae,g__Clavulina,s__Clavulina_cerebriformis
MG383657.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Agrocybe,s__Agrocybe_ochracea
MG250188.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Porotheleaceae,g__Porotheleum,s__Porotheleum_albidum
AF479667.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Irpex,s__Irpex_hydnoides
MK269265.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Picipes,s__Picipes_badius
MG981027.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_strossmayeri
KX584430.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_centrali-africana
KJ778638.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,s__Rhodosporidiobolus_odoratus
AY513217.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Auriscalpiaceae,g__Lentinellus,s__Lentinellus_ursinus
AF314985.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Bulleraceae,g__Bullera,s__Bullera_coprosmae
MH857619.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Peniophoraceae,g__Peniophora,s__Peniophora_laeta
KX553875.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Stereaceae,g__Aleurodiscus,s__Aleurodiscus_tropicus
GU480000.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Mycoacia,s__Mycoacia_nothofagi
MF769625.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Coleosporiaceae,g__Coleosporium,s__Coleosporium_ipomoeae
MH361212.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_culmorum
AF126884.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Antrodiella,s__Antrodiella_faginea
AJ716295.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Botrytis,s__Botrytis_aclada
MK874988.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Trametes,s__Trametes_maxima
HG779023.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_trifolii
AB179837.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_stenospila
MH231815.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tilletiales,f__Tilletiaceae,g__Tilletia,s__Tilletia_whiteochloae
KT600411.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Cladosporiales,f__Cladosporiaceae,g__Cladosporium,s__Cladosporium_aciculare
MT076083.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Gelatoporiaceae,g__Obba,s__Obba_valdiviana
KU866249.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Brunneoporus,s__Brunneoporus_cyclopis
MN200209.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Apiosporaceae,g__Nigrospora,s__Nigrospora_sphaerica
MZ573150.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Choanephoraceae,g__Choanephora,s__Choanephora_infundibulifera
MZ637029.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Phlebiodontia,s__Phlebiodontia_acanthocystis
MT002311.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Trechisporales,f__unidentified,g__Sertulicium,s__Sertulicium_vernale
GU269699.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Paracercospora,s__Paracercospora_egenula
MW740256.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Meruliopsis,s__Meruliopsis_corium
JQ861752.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_subtephropora
KC584218.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_soliaridae
AJ585489.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Galerina,s__Galerina_minima
JQ246339.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Hymenochaete,s__Hymenochaete_corrugata
MG828928.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__Neosetophoma_rosigena
MN356454.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Phaeodothis,s__Phaeodothis_mori
MK345450.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_sanduense
KU747100.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,s__Trechispora_cf._nivea_L_Ryvarden_47328
MN973792.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Crepidotaceae,g__Crepidotus,s__Crepidotus_crocophyllus
MK764023.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__Coprinellus_ovatus
ON194258.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__Stagonospora_bicolor
JN205995.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_bainieri
HM562158.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_longistriatus
MK524757.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Bremia,s__Bremia_lactucae
MH862301.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Peniophoraceae,g__Peniophora,s__Peniophora_fissilis
AF444666.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,s__Papiliotrema_japonica
MZ637008.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Mycoacia,s__Mycoacia_subfascicularis
AJ716296.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Botryotinia,s__Botryotinia_ficariarum
JQ001856.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Truncospora,s__Truncospora_japonica
MK484058.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Hyaloriaceae,g__Protomerulius,s__Protomerulius_minor
OL764909.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Hyphodermataceae,g__Hyphoderma,s__Hyphoderma_subsetigerum
MT730940.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Spizellomycetales,f__Powellomycetaceae,g__Geranomyces,s__Geranomyces_variabilis
MF687519.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Candolleomyces,s__Candolleomyces_candolleanus
DQ340340.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Alutaceodontia,s__Alutaceodontia_alutacea
MW045539.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Exserohilum,s__Exserohilum_monoceras
OL616137.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Cerioporus,s__Cerioporus_scutellatus
AF516569.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Polyporus,s__Polyporus_melanopus
AF455494.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__Leptosphaeria_microscopica
MN906236.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Crepidotaceae,g__Crepidotus,s__Crepidotus_nyssicola
MF626347.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Lopharia,s__Lopharia_sinensis
MN816705.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Fuscoporia,s__Fuscoporia_australiana
MW019539.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_hongoi
KY948766.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Phlebia,s__Phlebia_coccineofulva
JX870651.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Physalacriaceae,g__Mucidula,s__Mucidula_mucida
JN383493.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_phragmospora
KX017210.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Candolleomyces,s__Candolleomyces_cacao
KP814319.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Tubulicrinaceae,g__Tubulicrinis,s__Tubulicrinis_subulatus
MW855921.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__Coprinellus_micaceus
KP135347.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Scopuloides,s__Scopuloides_rimosa
MH855755.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Dichostereum,s__Dichostereum_effuscatum
AB769449.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Golovinomyces,s__Golovinomyces_cichoracearum
GU237833.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Didymella,s__Didymella_arachidicola
KX752610.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phlebiopsis,s__Phlebiopsis_castanea
AJ244251.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Dothideales,f__Saccotheciaceae,g__Aureobasidium,s__Aureobasidium_caulivorum
FJ827711.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Spizellomycetales,f__Powellomycetaceae,g__Powellomyces,s__Powellomyces_hirtus
KP867920.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pleurotaceae,g__Pleurotus,s__Pleurotus_citrinopileatus
KC992951.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_subcinnamomea
KC584238.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Stemphylium,s__Stemphylium_botryosum
MN318465.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Amauroderma,s__Amauroderma_deviatum
MK211744.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_aureomarginata
DQ647501.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Peniophorella,s__Peniophorella_guttulifera
KX900927.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Adustoporiaceae,g__Rhodonia,s__Rhodonia_obliqua
MF685361.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Incrustoporiaceae,g__Skeletocutis,s__Skeletocutis_kuehneri
GQ162818.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__unidentified,g__Leucogyrophana,s__Leucogyrophana_sororia
MN856249.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Phlebia,s__Phlebia_subserialis
OM400545.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Trametes,s__Trametes_villosa
MW851885.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Xylariaceae,g__Nemania,s__Nemania_rubi
KM373237.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Auriscalpiaceae,g__Artomyces,s__Artomyces_pyxidatus
KT381620.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Antrodia,s__Antrodia_multiformis
MF576125.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Spizellomycetales,f__Spizellomycetaceae,g__Gaertneriomyces,s__Gaertneriomyces_semiglobifer
AY787678.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Peniophoraceae,g__Peniophora,s__Peniophora_limitata
HM998832.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pleurotaceae,g__Pleurotus,s__Pleurotus_nebrodensis
MT730745.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Spizellomycetales,f__Powellomycetaceae,g__Geranomyces,s__Geranomyces_michiganensis
MZ063054.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Bjerkandera,s__Bjerkandera_adusta
KP994376.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__Phanerochaete_livescens
KF251230.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,s__Septoriella_hubertusii
FN908919.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium,s__Leucosporidium_drummii
MZ325953.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Laetiporaceae,g__Laetiporus,s__Laetiporus_portentosus
OL614712.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__Erythrobasidium_hasegawianum
KU850647.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Stemphylium,s__Stemphylium_trifolii
MH861473.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Steccherinum,s__Steccherinum_confragosum
DQ873614.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Hyphodontia,s__Hyphodontia_crustosa
MN844343.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Hypoxylaceae,g__Daldinia,s__Daldinia_childiae
GU237792.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Stagonosporopsis,s__Stagonosporopsis_astragali
AF492099.1,k__Eukaryota,p__Ascomycota,c__Opisthokonta,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__Taphrina_letifera
KP330778.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_litoralis
KC992853.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_pseudogracilis
OM972328.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Dichomitus,s__Dichomitus_squalens
AB072233.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cystofilobasidiales,f__Mrakiaceae,g__Itersonilia,s__Itersonilia_perplexans
KF156010.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Paradendryphiella,s__Paradendryphiella_arenariae
MK894102.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hirschioporaceae,g__Pallidohirschioporus,s__Pallidohirschioporus_biformis
AY219392.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Rhizochaete,s__Rhizochaete_radicata
HE792942.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_yamadae
MW723619.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Sistotrema,s__Sistotrema_brinkmannii
KX985948.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Apiosporaceae,g__Nigrospora,s__Nigrospora_rubi
EU118648.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Meruliopsis,s__Meruliopsis_taxicola
MZ145081.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Crepidotaceae,g__Crepidotus,s__Crepidotus_cesatii
KX287385.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__Ramularia_collo-cygni
KY131875.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Oxyporus,s__Oxyporus_corticola
DQ873593.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Athelopsis,s__Athelopsis_lunata
MT020767.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Phlebia,s__Phlebia_tomentopileata
MW301064.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_subcacao
JN400813.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__Dioszegia_hungarica
HQ222031.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clavariaceae,g__Ramariopsis,s__Ramariopsis_flavescens
MK514595.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Hydnoporia,s__Hydnoporia_rimosa
AY854979.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Entylomatales,f__Entylomataceae,g__Entyloma,s__Entyloma_matricariae
MH856433.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_medulla-panis
AF126897.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Antrodiella,s__Antrodiella_parasitica
JF908486.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_cicognanii
MZ713671.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Steccherinum,s__Steccherinum_fimbriatum
KY264029.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Fomitopsis,s__Fomitopsis_palustris
FJ596859.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_squarrosoides
KF937368.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,s__Trechispora_thelephora
MK503797.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__Phaeosphaeria_ampeli
MF164487.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_graminearum
MH862020.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Dichostereum,s__Dichostereum_orientale
KX752608.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Ceriporia,s__Ceriporia_humilis
JN159512.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Tulosesus,s__Tulosesus_plagioporus
KY047145.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Choanephoraceae,g__Blakeslea,s__Blakeslea_trispora
KX857803.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__Xylodon_subflaviporus
KX752612.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Riopa,s__Riopa_metamorphosa
KY548838.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Classiculales,f__Classiculaceae,g__Classicula,s__Classicula_sinensis
MT040884.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Exidiaceae,g__Basidiodendron,s__Basidiodendron_globisporum
KP217811.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_vanhullii
KF573010.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Trametes,s__Trametes_membranacea
KY250383.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Hypoxylaceae,g__Hypomontagnella,s__Hypomontagnella_monticulosa
MN622802.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Tapinellaceae,g__Tapinella,s__Tapinella_atrotomentosa
MT741707.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Entomocorticium,s__Entomocorticium_cobbii
KC585260.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Adustoporiaceae,g__Amyloporia,s__Amyloporia_xantha
KU572494.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_carnosum
KF699124.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Fuscopostia,s__Fuscopostia_duplicata
EU040211.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_thalictrigena
MN871755.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Steccherinum,s__Steccherinum_austrosinense
